Postcode,Total,Not Approved,Booked,Approved,Active,Discharged,Discharged Patient,HOLD,Inactive - Active,Inactive - Approved,Inactive - Booked,Inactive - NA
Mysterton,2,0,0,0,0,0,0,0,2,0,0,0
Nagambie,2,0,0,0,1,0,0,0,0,0,0,1
Narrawallee,2,0,1,0,0,0,0,0,1,0,0,0
New Beith,2,0,0,0,0,0,0,0,1,0,0,1
Newfarm,2,0,0,0,0,0,0,0,0,0,0,2
Newmerella,2,0,0,0,1,0,0,0,0,0,1,0
Nhill,2,0,0,0,0,1,0,0,0,0,1,0
Nhulunbuy,2,0,0,0,0,0,0,0,1,0,0,1
Nicholson,2,0,0,0,1,1,0,0,0,0,0,0
Ninderry,2,0,0,0,0,0,0,0,1,0,1,0
Noble Park North,2,0,0,0,0,0,0,0,1,0,0,1
Nome,2,0,0,0,1,0,0,0,0,0,0,1
Noojee,2,0,0,0,0,1,0,0,1,0,0,0
Nook,2,0,0,0,0,0,1,0,0,0,0,1
Normanhurst,2,0,1,0,1,0,0,0,0,0,0,0
North Avoca,2,0,1,0,0,0,0,0,1,0,0,0
North Balgowlah,2,0,0,0,0,0,0,0,0,0,1,1
North Cairns,2,0,0,0,0,0,0,0,0,0,0,2
North Curl Curl,2,0,0,0,0,0,0,0,1,0,0,1
North Fremantle,2,1,0,0,0,0,0,0,0,0,0,1
North Strathfield,2,0,0,0,0,1,0,0,1,0,0,0
North Turramurra,2,0,0,0,0,0,0,0,2,0,0,0
Northcliffe,2,0,0,0,0,1,0,0,0,0,1,0
Northfield,2,0,0,0,0,0,0,0,0,0,1,1
Notting Hill,2,0,1,0,0,0,0,0,0,0,0,1
Nsw,2,0,0,0,0,1,0,0,1,0,0,0
Numurkah,2,0,0,0,1,1,0,0,0,0,0,0
Nunamara,2,0,0,0,0,0,0,0,1,0,0,1
Nundle,2,0,0,0,2,0,0,0,0,0,0,0
O'Briens Hill,2,0,0,0,0,0,0,0,1,0,0,1
O’Connor,2,0,0,0,1,0,0,0,1,0,0,0
Oaklands,2,0,0,0,0,0,0,0,2,0,0,0
Oakwood,2,0,0,0,0,0,0,0,0,0,0,2
Ocean Beach,2,0,0,0,0,0,0,0,0,1,0,1
Officer South,2,0,1,0,0,0,0,0,1,0,0,0
Old Guildford,2,0,0,0,0,1,0,0,0,0,0,1
Old Noarlunga,2,0,0,0,0,1,0,0,1,0,0,0
Oldbury,2,0,0,0,0,1,0,0,0,0,1,0
Olinda,2,0,0,0,0,0,0,0,0,0,1,1
Opossum Bay,2,0,0,0,0,0,0,0,1,0,1,0
Orion,2,0,0,0,0,0,1,0,1,0,0,0
Ouyen,2,0,0,0,0,0,0,0,0,1,1,0
Paget,2,0,0,0,0,1,0,0,1,0,0,0
Pallamallawa,2,0,0,0,1,0,0,0,1,0,0,0
Para Vista,2,1,0,0,0,0,0,0,0,0,0,1
Park Orchards,2,0,1,0,0,0,0,0,1,0,0,0
Parkerville,2,0,0,0,0,0,0,0,0,0,1,1
Parkridge,2,0,0,0,0,1,0,0,0,0,0,1
Parkside,2,0,0,0,0,0,0,0,1,0,1,0
Pearl Beach,2,0,0,0,0,1,0,0,0,0,0,1
Pegs Creek,2,0,0,0,1,0,0,0,1,0,0,0
Pemberton,2,0,0,0,0,0,0,0,1,0,0,1
Penneshaw,2,0,0,0,0,0,0,0,1,0,1,0
Peregian Beach,2,0,0,0,0,0,0,0,0,0,1,1
Peterborough,2,0,0,0,1,0,0,0,1,0,0,0
Pickering Brook,2,0,0,0,0,0,0,0,0,0,0,2
Picnic Bay,2,0,0,0,1,0,0,0,0,0,1,0
Plainland,2,0,0,0,0,0,0,0,0,0,2,0
Plympton Park,2,0,0,0,0,2,0,0,0,0,0,0
Pomonal,2,0,0,0,2,0,0,0,0,0,0,0
Port Adelaide,2,0,0,0,1,0,0,0,0,0,0,1
Port Elliot,2,0,0,0,0,0,0,0,1,0,1,0
Port Fairy,2,0,0,0,0,0,0,0,0,0,0,2
Port Germein,2,0,1,0,0,0,0,0,0,0,0,1
Port Huon,2,0,0,0,0,0,0,0,2,0,0,0
Port Pirie,2,0,0,0,0,1,0,0,0,0,1,0
Portarlington,2,0,0,0,0,0,0,0,1,0,1,0
Possum Creek,2,0,0,0,0,0,0,0,1,0,0,1
Potts Hill,2,0,0,0,0,0,0,0,0,0,0,2
Prince Street,2,0,0,0,0,0,0,0,0,0,1,1
Proston,2,0,0,0,0,1,0,0,0,0,1,0
Pullenvale,2,0,0,0,0,0,0,0,0,0,2,0
Pyalong,2,0,0,0,0,0,0,0,0,1,0,1
Qld,2,0,0,0,0,0,0,0,0,0,1,1
Qunaba,2,0,0,0,2,0,0,0,0,0,0,0
Quorn,2,0,0,0,0,0,0,0,1,0,1,0
Rainbow,2,0,0,0,0,0,0,0,0,0,0,2
Ramornie,2,0,0,0,0,1,0,0,1,0,0,0
Rathmines,2,0,0,0,0,1,0,0,1,0,0,0
Ravensthorpe,2,0,0,0,0,0,0,0,1,0,0,1
Red Hill South,2,0,0,0,0,0,0,0,2,0,0,0
Redhill,2,0,0,0,0,0,0,0,0,0,1,1
Reid,2,0,0,0,0,0,0,0,0,0,1,1
Research,2,0,0,0,1,1,0,0,0,0,0,0
Richmond Vale,2,0,0,0,0,2,0,0,0,0,0,0
Riddells Creek,2,0,0,0,1,1,0,0,0,0,0,0
Ridgehaven,2,0,0,0,0,0,0,0,0,0,2,0
Ringwood East,2,0,0,0,0,2,0,0,0,0,0,0
Risdon Park South,2,0,0,0,0,0,0,0,0,0,2,0
Riverbend,2,0,0,0,0,0,0,0,2,0,0,0
Riverglades,2,0,0,0,0,0,1,0,0,0,0,1
Riverlea Park,2,1,1,0,0,0,0,0,0,0,0,0
Rochdale South,2,0,0,0,0,1,0,0,0,0,1,0
Rochester,2,0,0,0,0,0,0,0,1,0,0,1
Rocky Hills,2,0,0,0,2,0,0,0,0,0,0,0
Rocky Point,2,0,0,0,0,0,0,0,0,0,1,1
Roebuck,2,0,0,0,1,0,0,0,1,0,0,0
Rokewood,2,0,0,0,0,0,0,0,0,0,2,0
Rosebank,2,0,0,0,0,0,0,0,1,0,1,0
Rosemount,2,0,0,0,0,0,0,0,1,0,0,1
Rosslyn,2,0,0,0,1,0,0,0,0,0,1,0
Royal Park,2,0,0,0,0,0,0,0,0,0,0,2
Russell Lea,2,0,0,0,0,0,0,0,1,0,1,0
Ryan,2,0,0,0,0,0,0,0,1,0,0,1
Rylstone,2,0,0,0,1,0,1,0,0,0,0,0
Sadadeen,2,0,0,0,0,0,0,0,1,0,1,0
Sadlier,2,0,0,0,0,2,0,0,0,0,0,0
Saint Andrews,2,0,0,0,0,0,0,0,0,1,1,0
Saint Kilda West,2,0,0,0,0,0,0,0,0,0,2,0
Salisbury Heights,2,0,0,0,0,0,0,0,1,0,0,1
Salisbury Plain,2,0,0,0,0,0,0,0,0,0,0,2
Samford Village,2,0,0,0,0,1,0,0,1,0,0,0
Samson,2,0,0,0,0,0,1,0,0,0,0,1
Sanctuary Cove,2,0,0,0,0,0,0,0,1,0,0,1
Sandy Point,2,0,0,0,1,1,0,0,0,0,0,0
Sapphire Beach,2,0,0,0,0,1,0,0,0,0,1,0
Sarina Range,2,0,0,0,0,1,0,0,1,0,0,0
Scott River East,2,0,0,0,0,1,0,0,1,0,0,0
Seabrook,2,0,0,0,1,0,0,0,0,0,1,0
Seaford Heights,2,0,0,0,0,0,0,0,0,0,1,1
Semaphore,2,0,0,0,0,0,0,0,0,0,1,1
Semaphore Park,2,0,0,0,0,1,0,0,0,0,0,1
Shaw,2,0,0,0,0,0,0,0,0,0,1,1
Sheldon,2,0,0,0,0,0,0,0,0,0,1,1
Shelley,2,0,0,0,0,1,0,0,1,0,0,0
Shepparton North,2,0,0,0,0,1,0,0,0,0,1,0
Shoal Point,2,0,0,0,0,0,0,0,1,0,1,0
Shoalhaven Heads,2,0,0,0,0,0,0,0,0,0,0,2
Silverwood,2,0,0,0,2,0,0,0,0,0,0,0
Sinnamon Park,2,0,0,0,0,0,0,0,2,0,0,0
Skennars Head,2,0,0,0,0,0,0,0,0,0,1,1
Sladepoint,2,0,0,0,0,1,0,0,0,0,0,1
Smithfield Plains 5114,2,0,0,0,0,0,0,0,0,0,0,2
South Bingera,2,0,0,0,0,1,0,0,0,0,0,1
South Johnstone,2,0,0,0,0,1,0,0,0,0,0,1
South Kalgoorlie,2,0,0,0,0,0,0,0,0,0,1,1
South Maclean,2,0,0,0,0,1,0,0,1,0,0,0
South Mission Beach,2,0,0,0,0,1,0,0,1,0,0,0
South Nowra,2,0,0,0,0,0,0,0,2,0,0,0
South Pambula,2,0,0,0,0,1,0,0,0,0,0,1
South Plympton,2,0,0,0,0,0,0,0,0,0,1,1
South Spreyton,2,0,1,0,1,0,0,0,0,0,0,0
South Yunderup,2,0,0,0,1,0,0,0,1,0,0,0
Southbrook,2,0,0,0,0,0,0,0,0,0,0,2
Southern Cross,2,0,0,0,0,1,0,0,0,0,0,1
Speers Point,2,0,0,0,0,1,1,0,0,0,0,0
Speewah,2,0,0,0,0,0,0,0,0,1,0,1
Spring Creek,2,0,0,0,0,0,0,0,0,0,1,1
Spring Gully,2,0,0,0,0,0,0,0,1,1,0,0
Springbrook,2,0,0,0,1,0,0,0,1,0,0,0
St Agnes,2,0,0,0,0,0,0,0,0,0,0,2
St Andrews,2,0,0,0,0,1,0,0,0,0,0,1
St Helen’S Park,2,0,0,0,0,0,0,0,0,0,0,2
St Helens,2,0,0,0,1,0,0,0,0,0,0,1
St Mary’S,2,0,0,0,0,1,0,0,0,0,0,1
Stanwell Tops,2,0,0,0,0,0,0,0,1,0,0,1
Stawell,2,0,0,0,0,0,0,0,1,0,0,1
Sth Windsor,2,0,0,0,0,0,0,0,0,0,0,2
Stockleigh,2,0,0,0,0,0,0,0,1,1,0,0
Stoneville,2,0,0,0,0,0,0,0,2,0,0,0
Stony Creek,2,1,0,0,0,0,0,0,1,0,0,0
Strathalbyn,2,0,1,0,0,0,0,0,0,0,0,1
Strathmerton,2,0,0,0,0,0,0,0,1,0,1,0
Stretton,2,0,0,0,0,0,0,0,0,0,0,2
Stroud,2,0,0,0,1,0,0,0,1,0,0,0
Summerhill,2,0,0,0,0,0,0,0,1,1,0,0
Sunset Beach,2,0,0,0,0,1,0,0,0,0,1,0
Sunshine Acres,2,0,0,0,0,1,0,0,0,0,0,1
Sunshine Bay,2,0,0,0,1,0,0,0,0,0,0,1
Sunshine Coast,2,0,0,0,0,1,0,0,0,0,1,0
Swansea Heads,2,0,0,0,0,0,0,0,1,0,0,1
Tabulam,2,0,0,1,0,0,0,0,0,0,0,1
Tacoma,2,0,0,0,1,0,0,0,1,0,0,0
Tallarook,2,0,0,0,1,0,0,0,1,0,0,0
Tallawong,2,0,0,0,0,1,0,0,0,0,1,0
Tallong,2,0,0,0,1,0,0,0,1,0,0,0
Tambar Springs,2,0,0,0,0,1,0,0,0,0,0,1
Tambellup,2,0,0,0,0,1,0,0,0,0,1,0
Tanglewood,2,0,0,0,1,0,0,0,1,0,0,0
Tarcoola Beach,2,0,0,0,0,1,0,0,1,0,0,0
Taree South,2,0,0,0,1,0,0,0,0,0,1,0
Tarrawanna,2,1,0,0,1,0,0,0,0,0,0,0
Tarro,2,0,0,0,1,0,0,0,0,0,0,1
Tarwin Lower,2,0,0,0,1,0,0,0,1,0,0,0
Taylor,2,0,0,0,0,1,0,0,0,0,1,0
Teralba,2,0,0,0,1,1,0,0,0,0,0,0
Terrey Hills,2,0,0,0,1,1,0,0,0,0,0,0
Test,2,2,0,0,0,0,0,0,0,0,0,0
Texas,2,0,0,0,0,0,0,0,0,0,1,1
Thargomindah,2,0,0,0,0,1,0,0,0,0,0,1
The Entrance North,2,0,0,0,0,0,0,0,1,0,0,1
The Patch,2,0,0,0,0,0,0,0,0,0,0,2
The Slopes,2,0,0,0,0,1,0,0,0,1,0,0
Thebarton,2,0,0,0,0,1,0,0,0,0,1,0
Thomson,2,0,0,0,1,0,0,0,0,0,0,1
Thrumster,2,0,0,0,0,0,0,0,0,0,1,1
Tingha,2,0,0,0,0,2,0,0,0,0,0,0
Tingira Heights,2,0,0,0,0,0,0,0,1,0,0,1
Tolga,2,0,0,0,0,0,0,0,1,0,0,1
Toll,2,0,0,0,1,0,0,0,0,0,1,0
Tongala,2,0,0,0,0,0,0,0,0,0,0,2
Toodyay,2,0,0,0,0,0,0,0,2,0,0,0
Toorbul,2,0,0,0,0,0,0,0,2,0,0,0
Tootgarook,2,0,0,0,1,0,0,0,0,0,0,1
Toowoon Bay,2,0,0,0,0,0,0,0,0,0,0,2
Top Camp,2,0,0,0,0,0,0,0,0,0,0,2
Topcamp,2,0,0,0,0,0,0,0,0,0,0,2
Torrens Park,2,0,0,0,1,0,0,0,1,0,0,0
Towradgi,2,0,0,0,1,0,0,0,1,0,0,0
Traveston,2,0,0,0,0,0,0,0,1,0,1,0
Trayning,2,0,0,0,0,0,0,0,1,0,0,1
Triabunna,2,0,0,0,0,2,0,0,0,0,0,0
Tuena,2,0,0,0,1,1,0,0,0,0,0,0
Tuggerawong,2,0,0,0,0,0,0,0,1,0,0,1
Tumblong,2,0,0,0,0,1,0,0,1,0,0,0
Turkey Beach,2,0,0,0,1,1,0,0,0,0,0,0
Tuross Head,2,0,0,0,0,1,0,0,0,0,0,1
Turrella,2,1,0,0,0,0,0,0,0,0,0,1
Turrumurra,2,0,0,0,0,1,0,0,0,0,0,1
Ulmarra,2,0,0,0,0,0,0,0,0,0,0,2
Ulong,2,0,0,0,0,2,0,0,0,0,0,0
Umbakumba,2,0,0,0,0,0,0,0,1,0,1,0
Unley,2,0,0,0,0,0,0,0,0,0,0,2
Unley Park,2,0,0,0,1,0,0,0,1,0,0,0
Upper Brookfield,2,0,0,0,0,0,0,0,2,0,0,0
Upper Lockyer,2,0,0,0,0,0,0,0,0,0,1,1
Upper Stowport,2,0,0,0,0,1,0,0,1,0,0,0
Upper Sturt,2,0,0,0,1,0,0,0,1,0,0,0
Valley Heights,2,0,1,0,0,0,0,0,1,0,0,0
Ventnor,2,1,0,0,0,0,0,0,0,0,0,1
Veresdale,2,0,0,0,0,1,0,0,0,0,0,1
Verges Creek,2,0,0,0,0,0,0,0,0,0,0,2
Verrierdale,2,0,0,0,0,0,0,0,1,0,0,1
Vineyard,2,0,0,0,1,1,0,0,0,0,0,0
Wadeville,2,0,0,0,0,0,1,0,0,0,0,1
Wagga,2,0,0,0,1,0,0,0,0,0,0,1
Waitara,2,0,0,0,0,1,0,0,0,1,0,0
Walget,2,0,0,0,0,0,0,0,0,0,0,2
Walkamin,2,0,0,0,2,0,0,0,0,0,0,0
Walla Walla,2,0,0,0,0,0,0,0,0,0,2,0
Wallabadah,2,0,0,0,0,0,0,0,1,0,0,1
Wallumbilla,2,0,0,0,0,0,0,0,0,0,1,1
Walterhall,2,0,0,0,1,0,0,0,0,0,1,0
Wandandian,2,0,0,0,0,0,0,0,1,0,1,0
Wandina,2,0,0,1,0,0,0,0,0,0,0,1
Wandoan,2,0,0,0,0,0,0,0,1,0,0,1
Wandong,2,1,0,0,0,0,0,0,0,0,0,1
Wardell,2,0,0,0,1,0,0,0,0,0,0,1
Warncoort,2,0,0,0,1,0,0,0,0,0,1,0
Warradale,2,0,0,0,0,0,0,0,0,1,1,0
Warragamba,2,0,0,0,0,0,0,0,0,0,0,2
Wasleys,2,0,1,0,0,0,0,0,1,0,0,0
Watsonia North,2,0,0,0,0,0,0,0,1,0,0,1
Wattle Camp,2,0,0,0,1,0,0,0,0,0,1,0
Waurn Ponds,2,0,0,0,1,0,0,0,0,0,0,1
Wedderburn,2,0,0,0,0,0,0,0,1,1,0,0
Weetangera,2,0,0,0,0,0,0,0,1,1,0,0
Welby,2,0,0,0,0,1,0,0,1,0,0,0
Weribone,2,0,0,0,0,0,0,0,1,0,1,0
West Kambalda,2,0,0,0,0,2,0,0,0,0,0,0
West Lamington,2,0,0,0,0,0,0,0,0,0,0,2
West Swan,2,0,0,0,0,1,0,0,1,0,0,0
Whitlam,2,0,0,0,2,0,0,0,0,0,0,0
Whitton,2,0,0,0,0,1,0,0,0,0,1,0
Willaura,2,0,0,0,1,0,0,0,0,0,1,0
Willeton,2,0,0,0,0,0,0,0,1,0,0,1
Willow Tree,2,0,0,0,0,0,0,0,0,0,0,2
Wilsons Creek,2,0,0,0,0,0,0,0,0,0,1,1
Winchelsea,2,1,0,0,0,0,0,0,0,0,1,0
Windsor Downs,2,0,0,0,1,1,0,0,0,0,0,0
Wingfield,2,0,0,0,0,0,0,0,1,1,0,0
Winton,2,0,0,0,0,0,0,0,2,0,0,0
Wolvi,2,0,0,0,2,0,0,0,0,0,0,0
Wondunna,2,0,0,0,0,0,0,0,0,0,1,1
Woodbridge,2,0,0,0,0,0,0,0,0,0,0,2
Woodburn,2,0,0,0,0,1,0,0,0,0,1,0
Woodville Park,2,0,0,0,0,1,0,0,0,0,0,1
Woodville West,2,0,0,0,0,0,1,0,1,0,0,0
Woodwark,2,1,0,0,0,0,0,0,0,0,1,0
Woolner,2,0,0,0,0,0,1,0,0,0,1,0
Woolomin,2,0,0,0,0,2,0,0,0,0,0,0
Woolwich,2,0,0,0,1,0,0,0,0,0,0,1
Woombah,2,0,0,0,0,0,0,0,2,0,0,0
Woorabinda,2,0,0,0,0,0,0,0,0,0,1,1
Wurdong Heights,2,0,0,0,0,0,0,0,0,0,1,1
Wurruk,2,0,0,0,0,0,0,0,1,0,1,0
Wyndhamvale,2,0,0,0,0,0,0,0,0,0,0,2
Yalyalup,2,0,0,0,0,1,0,0,0,0,0,1
Yandaran,2,0,0,0,2,0,0,0,0,0,0,0
Yankalilla,2,1,0,0,1,0,0,0,0,0,0,0
Yarloop,2,0,0,0,0,0,0,0,0,0,1,1
Yarrabin,2,0,0,0,1,0,1,0,0,0,0,0
1/12 Knox Court Altona Meadows,1,0,0,0,0,0,0,0,0,0,1,0
10 Ashlundie  Cres Dubbo,1,0,0,0,0,0,0,0,0,0,1,0
125/33 Macrossan St Halifax,1,0,0,0,0,1,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,1
156 Lae Drive,1,0,0,0,0,0,0,0,0,0,0,1
176 Tenth Avenue Austral Nsw 2179,1,0,0,0,0,0,0,0,0,0,1,0
1770,1,0,0,0,0,0,0,0,0,0,1,0
18C Lionel St,1,0,0,0,0,0,0,0,0,0,0,1
2-6 North Street,1,0,0,0,0,0,0,0,0,0,1,0
20 Garden St South Yarra,1,0,0,0,0,1,0,0,0,0,0,0
2095,1,0,0,0,0,0,0,0,0,0,0,1
25 Alder Av Parkes Nsw,1,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,0,1,0,0,0,0,0,0
26 Gordon St,1,0,0,0,0,1,0,0,0,0,0,0
2653,1,0,0,0,0,1,0,0,0,0,0,0
28 Widdis Way Flynn,1,0,0,0,0,0,0,0,0,0,1,0
3/52 Church St,1,0,0,0,0,0,0,0,0,0,0,1
3078,1,0,0,0,0,0,0,0,0,0,1,0
31 Grazier Way,1,0,0,0,0,0,0,0,0,0,1,0
347 Corduroy Creek Road,1,0,0,0,0,1,0,0,0,0,0,0
39/90 Seafront Circ Bo Nny Hills,1,0,0,0,0,1,0,0,0,0,0,0
4 China Rd Manton,1,0,0,0,0,0,0,0,0,0,1,0
"41/9 Fuller Street Lutwyche Qld, Australia",1,0,0,0,0,1,0,0,0,0,0,0
4122,1,0,0,0,0,0,0,0,1,0,0,0
4740,1,0,0,0,0,0,0,0,1,0,0,0
49 Mahood Street Elizabeth Grove,1,0,0,0,0,0,0,0,0,1,0,0
5 Canunda Link,1,0,0,0,0,0,0,0,0,0,1,0
6 Warrina Close Taree,1,0,0,0,0,1,0,0,0,0,0,0
6 Weston,1,0,0,0,0,0,0,0,0,0,1,0
6/168Gertrude St Gosford,1,0,0,0,0,1,0,0,0,0,0,0
6167,1,0,0,0,0,0,0,0,0,0,0,1
76 Lavender St,1,0,0,0,0,0,0,0,0,0,0,1
80 Pegler Ave South Granville,1,0,0,0,0,1,0,0,0,0,0,0
92 Walkerville Tce,1,0,0,0,0,0,0,0,0,0,1,0
A.C.T.,1,0,0,0,0,1,0,0,0,0,0,0
Abbey,1,0,0,0,0,0,0,0,0,0,0,1
Abbotsbury,1,0,0,0,0,0,0,0,0,0,1,0
Abington,1,0,0,0,0,1,0,0,0,0,0,0
Ablion Park,1,0,0,0,0,0,0,0,1,0,0,0
Ablion Park Rail,1,0,0,0,0,0,0,0,1,0,0,0
Aboriginal,1,0,0,0,0,0,0,0,0,0,1,0
Address,1,0,0,0,0,0,0,0,1,0,0,0
Adelaide Cbd,1,0,0,0,0,0,0,0,1,0,0,0
Aeroglen,1,0,0,0,0,0,0,0,1,0,0,0
Ainslie  Village,1,0,1,0,0,0,0,0,0,0,0,0
Aireys Inlet,1,0,0,0,0,0,0,0,0,0,1,0
Airle Beach,1,0,0,0,0,0,0,0,0,0,1,0
Aitkenvale Bc,1,0,0,0,0,0,0,0,1,0,0,0
Albanvale,1,0,0,0,0,0,0,0,0,0,0,1
Albert St Werrington,1,0,0,0,0,1,0,0,0,0,0,0
Albury / Lavington,1,0,0,0,0,0,0,0,0,0,0,1
Aldavilla,1,0,0,0,0,0,0,0,1,0,0,0
Aldershot,1,0,0,0,0,0,0,0,0,0,0,1
Alexanderhills,1,0,0,0,0,0,0,0,0,0,1,0
Alexandra Headlands,1,0,0,0,0,0,0,0,0,0,0,1
Alexandra Parade Alexandra Headland,1,0,0,0,0,0,0,0,0,0,0,1
Alfred Cove,1,0,0,0,0,1,0,0,0,0,0,0
Alfredcove,1,0,0,0,0,0,0,0,0,0,0,1
Alfredtown,1,0,0,0,0,0,0,0,0,0,1,0
Alice Creek,1,0,0,0,1,0,0,0,0,0,0,0
Allansford,1,0,0,0,0,1,0,0,0,0,0,0
Allanstown  Rockhampton,1,0,0,0,0,0,0,0,1,0,0,0
Allawah,1,0,0,0,0,0,0,0,1,0,0,0
Allestree,1,0,0,0,0,0,0,0,0,0,0,1
Allgomera,1,0,0,0,0,0,0,0,1,0,0,0
Alloway,1,0,0,0,0,1,0,0,0,0,0,0
Alonnah,1,0,0,0,0,0,0,0,1,0,0,0
Alyangula,1,0,0,0,1,0,0,0,0,0,0,0
Amamoor Creek,1,0,0,0,0,1,0,0,0,0,0,0
Ambavale,1,0,0,0,0,0,0,0,0,0,1,0
Amiens,1,0,0,0,0,0,0,0,0,0,0,1
Amity Point,1,0,0,0,1,0,0,0,0,0,0,0
Ampilatwatja,1,0,0,0,0,1,0,0,0,0,0,0
Amy Road,1,0,0,0,0,0,0,0,0,1,0,0
Anakie,1,0,0,0,0,0,0,0,1,0,0,0
Anakie Siding,1,0,0,0,1,0,0,0,0,0,0,0
And,1,0,0,0,0,0,0,0,0,0,0,1
Andella St,1,0,0,0,0,0,0,0,0,0,1,0
Angle Park,1,0,0,0,0,1,0,0,0,0,0,0
Angle Vale,1,0,0,0,0,0,0,0,1,0,0,0
Angus,1,0,0,0,0,0,0,0,0,0,0,1
Annadale,1,0,0,0,0,0,0,0,0,0,0,1
Annandal,1,0,0,0,1,0,0,0,0,0,0,0
Antechamber Bay,1,0,0,0,0,0,0,0,0,0,1,0
Anula,1,0,0,0,0,1,0,0,0,0,0,0
Apollo Bay,1,0,0,0,0,0,0,0,1,0,0,0
Apsley,1,0,0,0,1,0,0,0,0,0,0,0
Araluan,1,0,0,0,0,1,0,0,0,0,0,0
Aramac,1,0,0,0,0,0,0,0,0,0,0,1
Arana Hills Kmart Plaza Shop 17A 5-11 Patricks Rd Arana Hills,1,0,0,0,0,0,0,0,0,0,0,1
Arcadia,1,0,0,0,0,0,0,0,0,0,1,0
Arcadia Vale,1,0,0,0,0,0,0,0,0,0,0,1
Argenton,1,0,0,0,0,0,0,0,1,0,0,0
Arnicliffe,1,0,0,0,1,0,0,0,0,0,0,0
Arrawarra Headland,1,0,0,0,1,0,0,0,0,0,0,0
Arthur St,1,0,0,0,0,0,0,0,0,0,1,0
Arthurs Creek,1,0,0,0,0,0,0,0,1,0,0,0
Arundel Qld,1,0,0,0,0,0,0,0,0,0,1,0
Ashfeild,1,0,0,0,0,1,0,0,0,0,0,0
Ashford,1,0,0,0,0,0,0,0,1,0,0,0
Ashmont - Nsw,1,0,0,0,0,0,0,0,1,0,0,0
Ashmore Goldcoast,1,0,0,0,0,0,0,0,0,0,1,0
Ashmore Road,1,0,0,0,0,0,0,0,0,0,1,0
Athol,1,0,0,0,0,0,0,0,0,0,0,1
Athol Park,1,0,0,0,0,1,0,0,0,0,0,0
Atkinson Dam,1,0,0,0,0,0,0,0,1,0,0,0
Atkinsons Dam,1,0,0,0,0,0,0,0,1,0,0,0
Atwell’S,1,0,0,0,1,0,0,0,0,0,0,0
Aubigny,1,0,0,0,1,0,0,0,0,0,0,0
Auburn ( Hawthorn East),1,0,0,0,0,0,0,0,1,0,0,0
"Auburn Nsw, Australia",1,0,0,0,0,0,0,0,0,0,0,1
Augathella,1,0,0,0,0,1,0,0,0,0,0,0
Augusta,1,0,0,0,0,0,0,0,1,0,0,0
Augustine,1,0,0,0,0,0,0,0,1,0,0,0
"Avenue, Buderim, ",1,0,0,0,0,0,0,0,1,0,0,0
Avonell Heights,1,0,0,0,0,1,0,0,0,0,0,0
Avonell Heights 4670,1,0,0,0,0,1,0,0,0,0,0,0
Avonsleigh,1,0,0,0,0,0,0,0,0,0,1,0
Aylmerton,1,0,0,0,1,0,0,0,0,0,0,0
Badagarang,1,0,0,0,1,0,0,0,0,0,0,0
Baddaginnie,1,0,0,0,1,0,0,0,0,0,0,0
Bader Ct Ringwood,1,0,0,0,0,0,0,0,1,0,0,0
Baerami,1,0,0,0,0,0,0,0,0,0,0,1
Bahrs Scrubs,1,0,0,0,0,0,0,0,0,0,0,1
Bajool,1,0,0,0,0,0,0,0,1,0,0,0
Bakers Swamp,1,0,0,0,0,0,0,0,1,0,0,0
Bakery Hill,1,0,0,0,1,0,0,0,0,0,0,0
Bald Knob,1,0,0,0,0,0,0,0,1,0,0,0
Baldhills,1,0,0,0,0,0,0,0,0,0,0,1
Baldivas,1,0,0,0,0,0,0,0,0,0,0,1
Baldivis  6171,1,0,0,0,0,0,0,0,0,0,0,1
Balgarra  Karratha,1,0,0,0,0,0,0,0,1,0,0,0
Balgowlah Heights,1,0,0,0,1,0,0,0,0,0,0,0
Balgowlah Hts,1,0,0,0,0,0,0,0,0,0,0,1
Ballandean,1,0,0,0,0,0,0,0,1,0,0,0
Ballararat East,1,0,0,0,0,0,0,0,0,0,0,1
Balnarring,1,0,1,0,0,0,0,0,0,0,0,0
Bamawm,1,0,0,0,0,0,0,0,1,0,0,0
Banarany,1,0,0,0,0,0,0,0,0,0,1,0
Bancroft,1,0,0,0,0,0,0,0,0,0,1,0
Bandiana,1,0,0,0,0,0,0,0,1,0,0,0
Bandiana Milpo,1,0,0,0,0,1,0,0,0,0,0,0
Bangalow,1,0,0,0,1,0,0,0,0,0,0,0
Banksia Grove  6031,1,0,0,0,0,1,0,0,0,0,0,0
Banksmeadow,1,0,0,0,0,0,0,0,1,0,0,0
Bannister,1,0,1,0,0,0,0,0,0,0,0,0
Banya,1,0,0,0,1,0,0,0,0,0,0,0
Banyabba,1,0,1,0,0,0,0,0,0,0,0,0
Barana Street,1,0,0,0,0,0,0,0,0,0,1,0
Baranduda,1,0,0,0,0,1,0,0,0,0,0,0
Barangaroo,1,0,0,0,0,0,0,0,1,0,0,0
Barcaldine,1,1,0,0,0,0,0,0,0,0,0,0
Barden Ridge,1,0,0,0,0,0,0,0,1,0,0,0
Bardwell Valley,1,0,0,0,0,0,0,0,0,0,0,1
Baree,1,0,0,0,0,0,0,0,0,0,1,0
Barellan Points,1,0,0,0,0,0,0,0,1,0,0,0
